# stan_version_major = 2
# stan_version_minor = 7
# stan_version_patch = 0
# model = gmm_diag_model
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta_adagrad = 0.5
#     tol_rel_obj = 0.014999999999999999
#     eval_elbo = 10
#     output_samples = 1000 (Default)
# id = 0 (Default)
# data
#   file = training.data.R
# init = 2 (Default)
# random
#   seed = 1
# output
#   file = output_mf.csv
#   diagnostic_file = elbo_mf.csv
#   refresh = 100 (Default)
lp__,theta.1,theta.2,theta.3,mu.1.1,mu.2.1,mu.3.1,mu.1.2,mu.2.2,mu.3.2,sigma.1.1,sigma.2.1,sigma.3.1,sigma.1.2,sigma.2.2,sigma.3.2
-17850.4,0.376098,0.357227,0.266675,15.1607,-7.57586,-3.15587,15.0567,5.06993,-15.7245,19.6424,9.5071,17.9185,12.3813,7.3378,16.46
-17834,0.375372,0.354255,0.270373,15.6497,-7.17957,-1.74506,17.9327,4.67675,-16.9587,20.2559,9.70661,18.0357,12.5369,6.92308,17.4718
-17822.1,0.371881,0.359028,0.269091,14.0609,-7.61361,-5.44261,17.8752,5.0607,-17.1514,19.3751,9.17433,17.9616,12.3393,7.62873,16.3682
-17845.9,0.37436,0.357203,0.268437,17.097,-6.88505,-1.74673,15.8532,5.12928,-15.0861,19.6569,7.91093,17.8065,12.3973,7.40113,16.4466
-17857.1,0.375211,0.358984,0.265805,16.8353,-6.81211,-4.23519,16.651,4.94888,-16.9502,19.6091,9.28983,18.3653,12.4848,6.81236,16.816
-17856,0.377972,0.35294,0.269088,16.1475,-7.42536,-1.55962,15.9568,5.21304,-14.7037,20.2757,9.16499,17.9142,12.4505,7.27479,16.6578
-17793.7,0.372142,0.358568,0.269291,15.6207,-7.02026,-3.2641,16.7583,5.11588,-18.8837,19.1006,8.85128,18.4217,12.6007,6.76897,16.3861
-17850.4,0.376906,0.357477,0.265617,15.7296,-7.31438,-1.58384,16.925,5.05159,-14.4062,19.0578,9.30387,18.0764,12.5755,7.33308,16.4595
-17842.6,0.374881,0.361076,0.264043,16.393,-6.97146,-2.90268,16.2462,5.1365,-16.1306,18.4826,8.80867,17.98,12.3863,6.92254,16.6596
-17828.9,0.374592,0.355683,0.269725,13.2704,-6.48026,-4.11598,17.1467,5.27388,-16.2086,20.8647,9.06922,17.7836,12.4442,6.96447,16.4757
-17879.1,0.375529,0.357839,0.266632,14.3651,-7.44202,-5.05406,16.9532,5.15661,-16.4225,19.2451,8.77417,18.5015,12.3401,7.38233,17.2712
-17855.2,0.374145,0.357306,0.268549,16.7918,-6.41742,-5.66508,16.6139,5.08161,-15.2858,20.2412,9.42218,17.8921,12.4946,7.06652,17.0218
-17842.4,0.371769,0.359008,0.269223,17.4842,-7.38023,-4.91916,18.5279,5.19191,-15.7511,19.9307,9.37825,18.0568,12.3981,7.24008,16.7764
-17868.3,0.37602,0.355378,0.268602,17.2223,-7.57651,-6.3007,17.4233,5.10301,-15.0765,20.1528,9.29279,18.1396,12.6354,7.13961,16.8279
-17799.9,0.374062,0.355884,0.270054,16.5449,-6.91038,-2.32074,16.1029,5.14418,-14.9301,19.4343,8.98218,17.4973,12.5205,7.08193,16.7182
-17834.6,0.375298,0.355339,0.269363,16.4089,-6.90828,-3.69931,17.7642,5.11869,-16.3995,19.5737,9.42954,17.9882,12.3292,7.59701,16.6971
-17822.7,0.372381,0.358903,0.268715,15.1966,-7.14345,-5.24499,16.8154,4.99135,-15.8524,18.9984,9.70828,18.3231,12.4464,7.25855,16.8517
-17835.8,0.370892,0.358921,0.270186,15.9294,-7.20693,-5.34386,17.5616,5.0167,-16.7069,20.9811,8.73025,18.0082,12.5884,6.81164,16.7083
-17838.6,0.374322,0.357337,0.26834,16.64,-6.86988,-5.49673,15.4599,5.00367,-14.8577,19.0546,8.71591,18.0861,12.4158,7.27928,16.8879
-17840.3,0.373781,0.358464,0.267755,18.0635,-7.80315,-3.94532,15.8151,5.283,-16.2564,19.5962,8.90101,18.0344,12.448,6.87063,16.5448
-17881.1,0.376692,0.357423,0.265884,14.7405,-5.20947,-4.97427,15.0563,5.07064,-15.5415,19.4088,7.98644,18.5037,12.3918,7.28899,16.5615
-17821.9,0.376073,0.355669,0.268258,16.4196,-6.85883,-4.75051,16.8966,5.07383,-18.24,19.4891,9.20856,17.52,12.5091,7.14296,16.6433
-17860.1,0.374258,0.356111,0.26963,17.2673,-6.46768,-5.88131,17.5272,4.89594,-16.8314,21.0594,9.30941,18.467,12.6409,6.96204,16.6084
-17853.7,0.378148,0.35552,0.266331,16.823,-6.54207,-1.54811,18.2122,4.90973,-15.3991,20.1751,8.09718,17.3233,12.5373,6.94229,16.4657
-17799,0.374224,0.355663,0.270113,15.6342,-7.22926,-5.9709,17.2606,5.36581,-15.7388,18.6266,8.74632,17.7093,12.3403,7.16802,16.7015
-17817.3,0.377177,0.354564,0.268258,14.789,-6.34588,-3.62172,17.3192,4.95347,-18.3952,19.0756,9.2612,18.0268,12.4173,6.80449,17.0186
-17870.8,0.37549,0.357675,0.266834,15.2988,-7.25107,-5.42675,15.8546,5.0255,-15.7156,19.4765,8.01243,18.3561,12.4939,6.9957,17.1643
-17828,0.378309,0.352907,0.268783,15.6741,-7.52113,-3.16746,16.2499,5.07656,-16.8753,19.2313,8.77189,18.3939,12.5503,7.24581,16.4505
-17820.2,0.370919,0.360082,0.268999,13.261,-6.64239,-3.46529,16.1923,5.02749,-16.4132,19.9551,8.59463,18.1998,12.3824,6.83776,16.8681
-17815,0.374406,0.354951,0.270643,17.0906,-7.39655,-3.81855,16.2232,5.03498,-18.1805,19.9549,9.32325,17.9378,12.4116,7.04137,16.586
-17843.6,0.374979,0.358707,0.266314,16.2955,-7.08213,-2.38442,16.6074,5.42554,-15.6285,19.1332,8.81424,17.6941,12.4931,7.03165,16.9378
-17834.1,0.373717,0.357907,0.268376,18.9485,-7.70624,-4.1205,17.3165,4.99805,-16.5521,19.8358,9.62185,18.0375,12.5884,6.85307,16.5736
-17832.7,0.374259,0.358642,0.267099,15.3989,-7.68091,-5.87541,16.7015,4.87331,-15.0002,19.6646,9.12703,18.0112,12.3844,6.4806,16.6692
-17882.1,0.3784,0.355939,0.265661,15.1308,-6.08356,-2.6062,15.7268,5.08458,-15.9602,19.4249,8.94259,18.3998,12.5247,7.52044,16.9056
-17875.9,0.377779,0.355331,0.266891,16.9107,-7.84295,-4.39984,16.5244,5.11737,-15.0351,19.9687,8.23945,18.2153,12.4392,7.08456,16.5462
-17844.3,0.374575,0.357747,0.267678,17.3418,-7.63452,-6.25484,16.4131,5.05544,-16.324,19.0216,9.23404,17.8812,12.413,7.30613,16.8147
-17843.7,0.37674,0.356243,0.267017,16.6503,-7.28335,-3.27863,17.569,5.19035,-15.3799,19.6128,9.24882,17.6887,12.4678,7.11781,16.7027
-17849.8,0.373588,0.35909,0.267322,17.2195,-6.82589,-2.04006,15.9419,4.9354,-17.2812,19.6659,9.20751,18.0951,12.5973,7.16561,17.0009
-17845.3,0.376217,0.359155,0.264628,16.1264,-6.29213,-2.69003,17.6317,5.05794,-15.4769,19.4646,9.57747,18.0543,12.4994,6.97106,16.1702
-17797.3,0.374499,0.357684,0.267818,15.8025,-7.30307,-2.15729,16.8564,5.01559,-16.9518,18.8216,8.99675,18.1388,12.3917,6.99113,16.177
-17883.7,0.377862,0.355393,0.266745,13.8612,-6.67072,-3.0897,16.5942,4.97431,-16.6517,20.3275,8.4503,18.4081,12.3854,7.2806,16.9064
-17812.5,0.374649,0.355349,0.270003,16.4653,-7.50053,-3.52829,15.286,4.76386,-14.836,19.7135,8.68921,17.5274,12.4981,7.05549,16.8935
-17862.1,0.376099,0.356509,0.267392,15.8266,-6.81708,-4.30894,15.5409,5.15752,-15.5481,20.5719,8.9606,17.7954,12.4066,7.20624,16.4401
-17904.7,0.377212,0.356079,0.266709,13.6881,-8.02833,-2.78152,16.2188,5.00337,-15.9477,20.4643,8.19899,18.5666,12.3383,7.32758,17.0269
-17937.1,0.37824,0.356944,0.264816,14.484,-7.42474,-9.06422,16.7317,5.27627,-16.3199,20.5742,9.09551,18.2685,12.4084,7.34665,16.2905
-17804.6,0.373136,0.357329,0.269535,16.6101,-6.87669,-2.53363,16.4986,4.99839,-15.1908,18.9323,8.77756,17.6452,12.3805,7.37131,16.8452
-17845.2,0.377244,0.355669,0.267087,16.4758,-7.82709,-5.92124,16.7161,4.90128,-14.9108,19.4333,9.27991,17.849,12.5005,7.18047,16.384
-17854,0.372496,0.35812,0.269384,15.0334,-6.64044,-7.67255,14.8841,4.96356,-17.0855,20.2001,9.00758,17.9686,12.4656,6.98965,17.1343
-17855.2,0.375706,0.354266,0.270027,14.3056,-7.51855,-4.69412,16.127,5.07057,-17.8656,20.3392,8.22512,18.493,12.4462,7.10858,16.8546
-17826.7,0.377076,0.353561,0.269363,15.1969,-6.37135,-4.55945,15.8382,4.89422,-15.7905,19.3651,9.08589,18.4253,12.4796,7.38117,16.5387
-17861,0.376027,0.355963,0.26801,16.9864,-6.43634,-6.44112,16.988,5.10846,-15.8274,19.5067,9.49294,18.1705,12.4296,7.48077,16.7395
-17838.5,0.373017,0.357476,0.269507,14.4007,-7.37472,-7.6405,16.4941,5.15304,-17.2856,19.8629,8.65215,17.6831,12.4882,7.08772,16.8278
-17850.8,0.374089,0.357349,0.268562,18.3803,-6.30723,-4.02673,16.5185,5.02096,-14.0056,20.2162,8.02589,17.8927,12.4334,6.73338,16.6429
-17854.4,0.377754,0.355201,0.267045,16.087,-6.06842,-4.29147,16.2023,4.95957,-17.3516,19.501,8.6154,18.0257,12.3557,7.02704,16.9877
-17809.6,0.37706,0.353665,0.269275,16.0813,-7.4943,-3.49628,15.985,4.94932,-15.533,19.0401,9.53372,17.6781,12.4678,7.3356,16.6513
-17818.2,0.376917,0.355903,0.26718,14.7872,-6.44091,-2.60394,15.9314,5.02347,-16.5288,18.9521,8.06099,18.1392,12.5501,6.82286,16.4412
-17815.2,0.375046,0.357874,0.267081,17.0499,-7.46145,-4.79419,16.3056,4.83992,-15.6943,18.5657,8.82223,17.3052,12.5099,7.23896,16.8706
-17869.6,0.376586,0.357116,0.266298,17.4944,-7.33309,-3.08176,16.6581,5.01425,-14.6487,19.8467,9.18718,17.742,12.4835,7.35283,16.781
-17886.7,0.376775,0.356668,0.266557,14.7811,-6.99066,-6.27739,18.5099,5.12787,-16.1145,20.2315,8.86261,18.6671,12.5925,7.02114,16.6303
-17864.2,0.374829,0.357337,0.267835,16.344,-7.40771,-2.88582,17.3703,5.14132,-14.9658,19.6533,9.01573,18.8154,12.3887,7.15915,16.8286
-17808.3,0.37127,0.361576,0.267154,15.4551,-6.53312,-4.51165,16.2407,4.79618,-14.9612,19.1735,8.60807,17.7443,12.6038,7.04546,16.5074
-17811.2,0.374929,0.356742,0.268329,15.8463,-7.71174,-1.23616,17.6066,4.87332,-16.0509,18.6406,9.1945,17.8857,12.4163,7.13487,17.0321
-17843.8,0.379422,0.353671,0.266908,13.819,-5.97097,-3.46907,15.2852,4.92521,-16.9634,19.8771,10.2662,17.6293,12.5984,7.13262,16.6404
-17833.5,0.376246,0.356622,0.267132,14.73,-6.47338,-4.85104,16.538,5.00781,-16.8718,19.4406,8.76719,17.9192,12.4702,7.14232,16.6293
-17815.6,0.375157,0.355334,0.269509,15.7609,-7.09304,-6.30319,16.4332,5.17758,-14.9376,19.4144,9.1851,17.7097,12.4289,6.89188,16.6966
-17803.4,0.375435,0.352752,0.271814,15.5224,-7.23848,-3.54758,16.7461,5.23758,-16.6483,19.8611,8.81542,18.1501,12.4672,6.80286,16.8091
-17823.2,0.37215,0.359327,0.268523,14.6187,-7.15154,-5.73123,16.6065,5.08824,-15.7313,19.9445,8.54862,17.684,12.2714,7.21896,16.1728
-17830,0.375768,0.355011,0.269221,16.6328,-7.604,-4.95783,17.5211,5.24919,-17.6398,19.326,8.83875,18.2437,12.4849,7.00168,16.6976
-17791.7,0.372855,0.35729,0.269855,14.3135,-7.55306,-2.30758,15.0383,4.78643,-15.7983,19.0581,9.14015,18.1457,12.3532,7.16358,16.4825
-17843.1,0.375752,0.35671,0.267538,17.69,-7.73151,-4.50874,17.5041,5.10021,-15.3504,19.0805,8.62788,18.2968,12.4537,6.82768,16.8596
-17844.4,0.374253,0.357544,0.268203,14.9771,-6.97853,-3.30467,17.1244,5.13158,-16.5528,20.2646,8.67439,18.2705,12.2931,6.97063,16.5751
-17862.5,0.37616,0.356057,0.267783,16.7507,-7.61818,-4.5486,17.356,5.09815,-15.2655,19.935,9.01469,18.4117,12.5672,7.0791,16.7447
-17876.8,0.374196,0.361261,0.264543,15.1616,-5.55085,-3.40689,16.2042,4.9001,-14.8239,20.037,9.22905,17.8438,12.3711,7.18559,16.8097
-17816.7,0.375338,0.356786,0.267877,13.4318,-7.27441,-5.57527,15.0188,4.94109,-17.7285,19.787,8.80079,18.006,12.4699,6.86771,16.1386
-17850.7,0.378271,0.356487,0.265242,16.3228,-6.82596,-3.08244,16.5747,5.10604,-16.536,19.5108,8.86287,17.5693,12.3851,7.04018,16.5479
-17832.2,0.374245,0.358056,0.267699,16.3519,-6.6978,-4.38328,17.2329,5.17167,-15.1746,18.9402,9.2453,18.4207,12.6687,7.24114,16.7041
-17844.1,0.375382,0.358128,0.26649,14.5686,-7.14584,-3.99247,16.9518,5.31638,-16.6243,19.2679,8.36472,18.0661,12.4727,7.18296,16.5453
-17832.4,0.373722,0.360793,0.265485,15.2377,-6.53153,-6.58424,17.9864,5.1118,-16.0598,18.8587,8.85741,17.5357,12.3898,7.2945,16.233
-17857.2,0.376769,0.355308,0.267923,18.0818,-6.73381,-4.0576,16.435,5.1279,-14.4015,19.458,9.16292,18.1571,12.6625,7.21801,16.9357
-17811.1,0.376022,0.355065,0.268913,14.5503,-7.22829,-2.47692,16.3084,5.06989,-16.5751,19.6849,8.32974,17.8769,12.4767,6.78759,16.5736
-17834.3,0.375783,0.35679,0.267427,16.6659,-6.4645,-4.78004,17.1453,4.83465,-16.136,19.0189,8.93252,18.6991,12.6622,6.97966,16.7247
-17811.4,0.373939,0.357654,0.268407,17.8846,-6.95256,-2.49675,16.8936,5.11578,-16.6626,19.1714,9.65866,18.1628,12.6748,7.25265,16.1484
-17843.1,0.374943,0.356586,0.268471,16.0207,-8.03878,-3.32048,15.8408,4.85201,-15.3587,19.6847,8.6016,17.9884,12.3953,7.10514,17.0147
-17899.9,0.376965,0.357393,0.265642,15.9952,-6.99106,-7.29309,17.9067,4.97989,-15.3053,19.8065,9.17928,17.6169,12.3529,7.50408,17.0912
-17833.8,0.371519,0.361254,0.267227,16.2545,-6.86965,-4.61415,16.4759,4.91745,-15.926,20.1015,8.77962,18.0214,12.39,7.09621,16.1589
-17840.3,0.375101,0.35831,0.266589,16.7595,-6.56949,-2.48396,17.2565,4.82013,-13.5695,18.9801,8.71642,18.1886,12.4958,7.06703,16.7213
-17928.9,0.376225,0.360448,0.263327,17.264,-7.62199,-5.11626,17.8563,4.95181,-12.8394,20.3678,7.92152,17.7606,12.6918,7.56624,16.1319
-17826.2,0.374539,0.359505,0.265956,13.3472,-7.20925,-4.17958,16.4368,4.95735,-16.5916,19.1405,9.16377,17.8339,12.4855,6.88085,16.8301
-17812.2,0.375131,0.355387,0.269482,17.2918,-6.38973,-4.21711,16.8469,5.01617,-17.5533,19.197,8.69331,18.1772,12.4914,6.96155,16.6708
-17844.7,0.37595,0.357315,0.266735,15.2792,-8.23684,-5.03168,16.6472,5.20852,-17.2899,19.2349,9.44072,18.2625,12.324,6.93576,16.4665
-17839,0.374153,0.357049,0.268799,15.6877,-6.92084,-4.25486,17.351,5.21423,-16.1898,20.1741,8.71853,18.0059,12.5901,6.85957,16.9508
-17850.3,0.380104,0.352218,0.267678,15.9249,-7.07737,-4.70914,16.2031,5.07608,-17.1102,19.6135,9.3868,18.1702,12.4002,7.18663,16.4767
-17881.2,0.374509,0.358736,0.266756,17.4021,-7.89537,-7.99382,16.5867,5.01862,-17.0553,19.5301,8.82403,18.0654,12.5353,7.26487,16.7148
-17849.9,0.375514,0.356507,0.267979,15.9531,-6.00395,-5.22952,16.1591,4.86922,-15.9244,20.1609,9.28208,17.9116,12.4507,7.12155,16.8688
-17844.9,0.372425,0.36071,0.266865,17.3744,-7.11811,-0.454747,15.0072,5.13667,-16.0402,19.3307,8.22931,17.9915,12.565,6.79213,16.7163
-17852.1,0.377496,0.355855,0.266649,15.65,-7.74343,-3.32142,17.6064,5.02867,-15.8264,20.1376,8.80131,17.7986,12.4254,6.95339,16.4983
-17843.3,0.375229,0.357167,0.267604,15.489,-7.22229,-4.46319,17.2363,5.14602,-16.9021,19.6371,8.48039,17.2934,12.3841,7.21434,17.0747
-17826,0.377174,0.356091,0.266735,15.3755,-6.04178,-3.48875,18.268,5.08886,-15.9931,19.101,8.77942,17.8686,12.5071,7.22054,16.3443
-17819.8,0.375584,0.357953,0.266462,15.173,-6.80824,-3.15787,16.9626,4.98909,-14.4021,18.8613,8.51734,17.9453,12.4688,7.00791,16.3852
-17849.2,0.378916,0.355289,0.265796,14.7543,-8.13965,-4.19898,16.2003,5.00452,-17.1228,19.5458,8.59917,17.9169,12.6423,7.09083,16.3328
-17807.6,0.372058,0.359737,0.268205,17.2798,-8.38874,-3.21574,18.7799,5.00358,-16.4643,19.1557,8.30097,17.9669,12.4208,6.73082,16.2552
-17816.6,0.376805,0.354117,0.269078,15.6214,-6.9985,-2.26577,16.8889,5.07312,-16.1977,19.5871,8.64515,17.5278,12.5237,7.05193,16.8682
-17848.4,0.375637,0.355526,0.268837,14.5685,-7.99604,-5.99383,16.9778,5.02263,-13.215,19.0535,9.94831,18.2974,12.4767,7.39361,16.5921
-17808.1,0.374882,0.354911,0.270207,16.3561,-7.47984,-1.1335,17.4146,5.16304,-15.6197,19.7389,8.98326,17.8604,12.3898,7.09032,16.4027
-17827.1,0.37558,0.357129,0.267291,16.9,-6.30615,-2.12356,16.0362,4.97514,-17.5021,19.0879,9.06453,18.1421,12.3784,7.13479,16.4195
-17826.7,0.377128,0.355549,0.267323,16.1889,-7.42056,-3.78996,16.6648,4.94362,-16.1979,19.5016,9.2013,17.9044,12.4354,7.21721,16.1733
-17789.7,0.375552,0.355161,0.269287,14.2019,-6.20835,-4.80228,16.1201,5.07105,-14.8853,19.2711,9.37972,17.4923,12.451,7.04316,16.3023
-17802.8,0.376101,0.356084,0.267815,14.667,-7.23797,-3.92114,17.4281,4.99391,-16.7825,18.278,8.58772,18.1283,12.4998,7.09529,16.6459
-17852.6,0.373435,0.358316,0.268249,15.7309,-6.77737,-5.29956,17.7124,5.30338,-16.9149,20.0666,9.45199,17.8546,12.4343,7.29784,16.866
-17810.1,0.373924,0.356431,0.269645,14.9086,-7.62364,-4.18149,17.5782,4.93671,-15.1734,19.1299,8.19537,18.4055,12.573,6.88975,16.7197
-17891.5,0.378664,0.356578,0.264758,15.5173,-6.8364,-6.4864,15.7593,5.09909,-14.2842,18.8796,7.67697,17.8045,12.449,7.55234,16.667
-17834.1,0.374446,0.357634,0.267921,17.9706,-7.64509,-3.52499,14.5747,4.95273,-15.7411,19.4894,9.1087,17.7162,12.5024,6.82875,16.8617
-17838.1,0.374597,0.357801,0.267602,16.621,-7.58293,-4.87382,17.3166,5.06328,-17.8037,19.5163,9.45804,17.8252,12.5006,6.90759,16.9728
-17817.5,0.373068,0.359565,0.267368,18.8084,-7.14672,-3.17545,16.8834,5.06815,-15.9986,19.1831,8.97012,17.7943,12.3713,6.6684,16.6013
-17853.4,0.373165,0.359578,0.267257,16.1666,-6.04009,-2.20539,16.4277,4.84726,-15.8599,20.8147,8.74101,18.0327,12.4868,7.08867,16.3216
-17830.2,0.372327,0.358264,0.26941,16.4493,-8.01619,-2.30463,16.894,5.04422,-16.6809,20.4076,9.07987,17.5421,12.414,7.16025,16.7159
-17820.1,0.372597,0.358562,0.268841,17.2243,-6.97238,-5.51653,17.1545,4.99285,-16.1561,19.4886,8.89592,17.8609,12.6196,6.96547,16.8654
-17833.8,0.372427,0.358145,0.269427,14.3249,-7.11061,-5.24322,17.8291,4.94691,-14.9646,20.099,9.99817,18.0159,12.6493,7.10553,16.9371
-17838.6,0.378794,0.352286,0.26892,18.0121,-7.17042,-4.38614,16.8705,5.07837,-14.2015,18.3647,8.36555,18.6281,12.5183,7.06122,16.898
-17843.5,0.380089,0.351671,0.268241,14.5446,-6.60817,-5.72634,18.3113,5.09645,-14.8108,20.1668,8.70257,17.7951,12.5819,7.06841,16.1335
-17853.7,0.37456,0.356902,0.268538,17.3219,-6.74825,-5.27916,16.1999,4.97387,-14.0258,20.0068,8.64568,18.4403,12.4121,7.20961,16.2289
-17862.8,0.377504,0.358236,0.26426,17.0584,-7.25064,-2.87981,15.7744,4.97372,-16.3245,19.0331,9.51309,17.7712,12.5281,7.06767,16.9117
-17850.2,0.375755,0.355367,0.268878,15.4827,-7.78846,-1.41723,15.0843,4.94732,-14.8857,18.9379,8.23126,18.3948,12.3013,7.10904,17.4141
-17787.9,0.372198,0.360688,0.267114,15.9889,-6.95479,-0.942053,16.6394,5.13898,-17.9274,17.7512,9.5257,17.5399,12.4462,7.26575,16.5805
-17814.2,0.376664,0.354569,0.268767,15.2994,-7.04424,-3.56369,15.8524,4.99104,-15.6104,18.8468,8.27748,18.3962,12.5791,7.35464,16.2485
-17814.8,0.370187,0.35931,0.270503,15.7812,-7.68019,-3.4684,18.6841,5.09729,-16.7948,19.7342,8.24306,18.4405,12.3438,6.73036,16.7516
-17836.5,0.377149,0.355513,0.267337,15.4609,-6.65159,-3.03108,17.2946,5.09084,-16.3811,19.7809,8.84615,17.82,12.4025,6.99512,16.6502
-17837.1,0.377078,0.354347,0.268575,17.2016,-7.58848,-1.61529,17.9079,5.15621,-15.544,19.3001,8.87487,18.0662,12.5189,7.10471,16.8563
-17855.3,0.374759,0.359628,0.265613,16.5216,-7.23024,-1.98336,16.7958,5.12689,-15.6693,20.0569,9.29396,17.7554,12.5977,6.8477,16.7089
-17832.5,0.373368,0.356991,0.269641,18.665,-7.21743,-5.94723,16.9263,4.93076,-15.1589,19.4771,9.60154,18.3002,12.4741,7.0697,16.6397
-17803.4,0.376134,0.353271,0.270595,13.5246,-5.67397,-3.17449,15.9552,5.14266,-17.0836,19.5213,9.8065,17.6774,12.6519,7.4634,16.6919
-17815.2,0.371819,0.357407,0.270774,14.9474,-6.81362,-2.88217,17.2961,4.99154,-13.8801,20.0562,9.26841,18.5503,12.3741,6.70913,16.7797
-17872,0.377052,0.357909,0.265039,16.8816,-6.76526,-5.10027,17.6226,5.09437,-17.5426,19.8455,9.18925,17.8759,12.5905,6.93782,16.8055
-17859.7,0.376114,0.356872,0.267014,15.898,-7.16214,-3.90693,16.4726,4.96834,-17.3104,19.6484,8.86815,18.1448,12.4583,7.11859,17.1315
-17787.6,0.372151,0.357821,0.270028,15.4659,-7.27694,-2.38351,17.5832,5.21726,-17.533,19.3374,9.19024,18.0793,12.3932,7.00105,16.2665
-17878.3,0.375875,0.356935,0.26719,17.6994,-6.81236,-5.05754,16.3829,5.08555,-16.0476,20.2286,9.14151,18.4513,12.5087,7.01674,16.8213
-17821.6,0.374051,0.357748,0.268201,15.9405,-7.34438,-5.28249,16.2995,5.1379,-15.7162,19.6437,9.39615,18.1222,12.4593,6.96735,16.1784
-17852.5,0.375271,0.355631,0.269098,16.2569,-6.88422,-2.86743,15.7417,5.10022,-14.7143,20.3642,8.45388,18.0777,12.5534,7.4025,16.49
-17854.7,0.376173,0.354201,0.269626,14.9647,-7.80164,-5.76783,16.356,5.14137,-15.7241,19.5591,8.26874,18.1847,12.4156,7.05456,17.3613
-17873.5,0.375007,0.359321,0.265673,15.6277,-8.60033,-4.72399,17.0666,4.9787,-14.0949,19.9303,9.53335,18.154,12.5706,6.97968,16.4542
-17857.9,0.376181,0.354252,0.269567,16.8852,-6.39006,-3.08452,15.7986,5.16738,-16.8918,20.1753,7.69599,18.2301,12.6204,7.16609,16.656
-17819.5,0.374072,0.359141,0.266788,15.876,-7.15178,-1.93012,17.0679,5.197,-15.7466,18.4044,8.68317,18.0129,12.537,6.97387,16.9394
-17856.7,0.377868,0.353879,0.268254,16.0257,-6.7952,-2.41809,17.2683,4.91793,-18.061,20.3687,8.11712,17.5612,12.5008,7.15174,16.8285
-17850.2,0.375727,0.355877,0.268396,13.8865,-7.12533,-3.78109,16.7405,5.18039,-14.7745,19.9504,8.67719,18.0557,12.5843,7.24165,16.9521
-17823,0.37312,0.356794,0.270086,16.3532,-7.2742,-4.48028,17.5298,5.23318,-19.4242,19.7476,9.19115,17.9906,12.5386,7.0835,16.7079
-17861,0.375337,0.358311,0.266352,16.8724,-7.01595,-3.61975,15.6185,4.92605,-15.82,20.0441,7.39393,17.9284,12.442,6.67167,16.3101
-17890.7,0.375758,0.357555,0.266686,17.1355,-7.50028,-3.75372,14.3962,4.96962,-13.5008,19.3113,9.95184,18.9222,12.4705,7.13418,16.823
-17811.9,0.373951,0.357442,0.268607,15.5852,-7.18641,-4.09493,15.4615,5.00063,-16.1642,19.286,8.67381,17.4884,12.4614,7.20932,16.7815
-17797,0.376645,0.354969,0.268385,17.4526,-7.78236,-3.43262,16.413,5.03199,-15.5934,18.4153,9.68339,17.6095,12.3548,7.08164,16.4416
-17848.6,0.375019,0.358125,0.266856,16.6023,-7.46892,-5.52937,16.5075,4.94122,-16.8204,19.6225,9.57513,17.6258,12.4542,7.25138,16.7422
-17858.6,0.37649,0.355478,0.268032,13.8828,-7.02717,-4.75325,15.7993,5.14849,-15.0269,19.9676,9.06121,18.313,12.5178,7.21283,16.8312
-17845.2,0.376232,0.35782,0.265949,16.5737,-7.00993,-2.2683,15.8911,5.18866,-13.7772,19.3284,8.93366,18.0194,12.4433,6.62088,16.5496
-17839,0.377288,0.355596,0.267115,14.7804,-7.48402,-2.86896,15.6521,5.19901,-17.1997,19.0368,8.78324,17.7581,12.3091,7.48913,16.6386
-17851.3,0.37629,0.355234,0.268476,14.8895,-7.16607,-3.88921,15.2885,5.09384,-14.8519,20.2513,9.03049,18.0149,12.3685,7.0766,16.7248
-17838.6,0.376574,0.354931,0.268495,15.8774,-6.6171,-1.73247,16.2776,4.97595,-14.5674,20.1217,9.34681,18.0532,12.2696,7.03443,16.3895
-17830.6,0.375013,0.356706,0.268281,14.7312,-7.02431,-6.21108,18.1225,5.22246,-16.8624,19.5663,8.66153,17.5543,12.6682,7.08118,16.7389
-17840.1,0.374855,0.357063,0.268082,14.8285,-7.28882,-6.83898,17.0935,5.04664,-16.0785,19.2353,9.89326,18.0659,12.3946,7.17303,16.7275
-17865.4,0.37508,0.355253,0.269667,19.571,-7.33619,-6.16733,15.6284,5.12144,-14.6085,18.7121,7.66584,18.3076,12.5034,7.41165,17.0082
-17830.7,0.375632,0.357527,0.266841,15.9551,-5.85105,-4.74508,16.627,4.96932,-16.1986,18.7128,8.93231,18.3934,12.4555,7.04252,16.7224
-17848,0.375757,0.357465,0.266778,19.3358,-7.30037,-4.30587,17.6017,5.18563,-16.3204,18.6413,9.27991,18.3193,12.3345,6.92248,16.8688
-17845.3,0.374847,0.357403,0.26775,16.2545,-8.11091,-5.11908,16.2328,4.97224,-18.2781,19.4156,9.15163,18.098,12.3146,7.27976,16.5489
-17813.5,0.370658,0.359674,0.269668,17.0032,-6.72029,-2.34928,16.7031,5.11681,-15.5437,19.5366,9.7358,17.5817,12.3682,7.37899,16.8404
-17828.1,0.375492,0.356983,0.267525,17.2066,-8.58797,-2.59582,15.6886,5.1549,-17.0326,19.7028,9.11618,17.769,12.5697,6.74369,16.3237
